Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
S01004,24,Female,3.01,1000,126,3.272596681,Arts,4,1,1,5,5,1,25000,3,2,Entry,5,No
S01005,26,Female,3.5,996,147,3.885130855,Arts,1,3,2,1,3,3,25000,4,2,Entry,10,Yes
S01006,24,Male,2.28,1564,280,2.499090228,Mathematics,4,7,5,2,1,5,25000,10,3,Entry,8,Yes
S01007,20,Male,2.5,928,24,2.067700157,Mathematics,0,2,0,1,1,3,25000,1,2,Entry,10,No
S01008,20,Female,3.46,1405,952,3.04322934,Business,0,6,4,6,5,0,25000,4,2,Mid,3,Yes
S01009,25,Female,2.33,1564,721,2.337136901,Engineering,4,6,5,3,3,4,25000,4,3,Mid,4,Yes
S01010,22,Female,2.7,1337,120,3.054851462,Business,2,1,0,5,9,1,25000,8,4,Senior,3,Yes
S01011,21,Male,2.53,1278,786,2.690175088,Mathematics,2,9,3,6,3,5,25000,4,2,Entry,5,No
S01012,25,Female,2.7,972,652,1.716117937,Mathematics,1,3,1,5,3,1,25000,5,1,Entry,5,Yes
S01013,23,Male,3.42,1153,297,2.927204894,Medicine,2,0,4,3,3,3,25000,4,3,Entry,5,No
S01014,19,Female,2.74,1415,855,2.665123185,Law,3,7,1,2,1,1,25000,5,4,Entry,2,No
S01015,21,Other,3.11,1449,944,3.102965243,Mathematics,2,9,3,2,3,5,25000,3,1,Mid,9,No
S01016,29,Male,2.2,919,82,2.695657703,Engineering,0,9,1,2,5,3,25000,3,1,Entry,7,No
S01017,28,Female,3.61,1524,448,2.881543915,Arts,2,8,2,10,8,0,25000,8,5,Mid,8,No
S01018,21,Male,2.74,1434,912,2.307924394,Computer Science,1,0,2,4,7,5,25000,1,4,Entry,2,Yes
S01019,23,Male,3.3,1320,720,2.775342121,Mathematics,2,6,5,4,4,1,25000,3,5,Senior,10,No
S01020,23,Female,3.45,1345,996,2.048489919,Medicine,1,0,5,3,4,5,25000,2,3,Entry,10,No
S01021,18,Female,2.42,1035,919,3.294600383,Law,3,0,5,8,4,5,25000,10,4,Entry,7,No
S01022,25,Female,3.77,1404,470,4.269272147,Computer Science,4,8,5,4,8,0,25000,6,5,Entry,3,Yes
S01023,23,Female,3.23,1200,423,3.172523235,Business,3,9,3,8,8,0,25000,8,3,Entry,5,Yes
S01024,20,Female,2.86,1508,545,2.998572428,Law,0,9,1,3,2,4,25000,6,2,Mid,7,Yes
S01025,26,Female,2.36,932,24,2.847683651,Business,3,5,5,2,7,3,25000,4,1,Mid,9,No
S01026,19,Female,3.88,1546,61,2.744404141,Business,3,0,3,8,5,0,25000,3,3,Mid,10,Yes
S01027,28,Male,3.51,1177,823,3.798529807,Arts,0,6,4,6,2,3,25000,4,4,Entry,1,Yes
S01028,25,Other,2.42,1032,701,4,Business,0,2,5,2,3,4,25000,8,1,Executive,6,Yes
S01029,27,Male,2.68,1426,84,2.347612419,Mathematics,4,9,1,7,7,3,25000,9,1,Entry,6,No
S01030,20,Female,3.62,1025,225,2.466172432,Computer Science,4,3,2,10,6,5,25000,8,3,Entry,2,Yes
S01031,29,Male,3.39,1244,991,3.80785344,Medicine,2,3,0,7,6,4,25000,9,2,Executive,10,No
S01032,22,Male,3.53,916,680,2.75243974,Mathematics,1,7,2,4,7,1,25000,8,3,Executive,9,No
S01033,23,Male,2.88,1461,186,3.819290877,Arts,0,0,1,8,6,4,25000,5,5,Mid,5,No
S01034,27,Female,3.43,1546,375,3.81650823,Medicine,3,7,1,3,2,4,25000,5,5,Entry,9,No
S01035,23,Male,2.77,1529,72,2.390797164,Business,3,8,1,9,8,4,25000,1,5,Entry,4,No
S01036,21,Male,2.42,1277,74,3.806804989,Engineering,4,6,1,5,7,2,25000,8,4,Mid,5,No
S01037,20,Female,3.27,959,897,4.225283978,Law,1,0,5,3,6,0,25000,2,3,Mid,5,No
S01038,21,Female,3.95,1536,341,3.141326355,Arts,0,6,4,9,5,3,25000,6,1,Entry,5,Yes
S01039,18,Male,2.62,1366,153,3.117187592,Business,4,5,0,2,6,5,25000,6,4,Mid,9,No
S01040,21,Male,2.92,1527,96,2.863355666,Arts,1,4,5,2,3,3,25000,10,5,Entry,1,Yes
S01041,18,Male,3.35,1290,565,3.497408307,Engineering,0,4,2,3,2,2,25000,4,4,Senior,8,No
S01042,29,Male,3.08,1584,445,2.92085191,Computer Science,3,0,4,9,9,1,25000,9,1,Mid,7,No
S01043,18,Female,3.69,1086,686,2.97805409,Mathematics,3,5,3,10,1,5,25000,3,4,Executive,1,No
S01044,27,Female,3.52,1397,110,2.614419829,Computer Science,4,3,1,3,2,0,25000,8,2,Mid,2,No
S01045,23,Female,2.12,1499,458,3.293719231,Law,1,0,2,5,10,0,25000,2,5,Entry,1,No
S01046,22,Male,4,1260,828,2.114376383,Computer Science,3,7,3,9,10,0,25000,5,3,Entry,4,No
S01047,28,Female,3.5,1348,51,3.007357166,Mathematics,1,7,0,10,1,0,25000,6,5,Mid,10,Yes
S01048,21,Female,3.73,1593,377,1.923988816,Mathematics,4,3,2,6,8,2,25000,2,5,Entry,9,No
S01049,28,Female,3.3,1579,765,3.411595352,Engineering,2,6,4,6,4,3,25000,7,3,Senior,1,No
S01050,20,Female,3.71,1080,73,2.788431078,Medicine,1,2,5,1,6,1,25000,5,3,Entry,3,No
S01051,18,Female,2.22,1029,212,2.308934605,Engineering,1,7,3,2,5,5,25000,10,1,Senior,7,No
S01052,23,Female,2.7,1048,432,3.271444522,Engineering,4,6,2,9,8,5,25000,4,1,Entry,4,No
S01053,19,Male,3.75,1371,724,1.641932956,Business,2,4,5,8,10,1,25000,4,2,Entry,6,Yes
S01054,25,Female,2.4,1522,763,3.023475867,Computer Science,3,4,5,2,7,1,25000,2,4,Entry,7,Yes
S01055,27,Female,2.16,1399,168,3.862196462,Arts,0,8,5,5,1,2,25000,9,4,Mid,6,No
S01056,22,Female,3.58,1548,775,3.94270682,Mathematics,4,5,4,5,8,2,25000,1,4,Mid,8,No
S01057,24,Male,3.67,1254,331,2.431922023,Law,0,5,1,6,4,4,25000,1,5,Entry,2,No
S01058,27,Female,2.33,1110,981,3.77810088,Medicine,2,1,2,4,7,2,25000,4,5,Entry,1,No
S01059,29,Female,3.71,1557,742,3.842801481,Mathematics,2,4,5,9,3,0,25000,3,3,Entry,7,No
S01060,19,Male,3.37,1495,751,2.47,Arts,1,3,1,5,2,3,25000,9,2,Entry,3,No
S01061,25,Male,3.04,929,787,3.047597548,Business,0,9,5,4,1,1,25000,7,2,Senior,4,Yes
S01062,19,Female,3.66,1476,494,2.506085671,Business,0,2,3,9,10,2,25000,2,4,Mid,7,No
S01063,21,Female,2.84,923,143,3.163757898,Medicine,2,8,3,2,5,3,25000,4,3,Entry,2,No
S01064,18,Female,2.39,1121,582,3.075028531,Arts,0,6,3,2,3,0,25000,5,4,Entry,7,No
S01065,22,Male,2.57,1501,445,3.885334171,Medicine,3,3,1,3,3,2,25000,10,5,Entry,4,No
S01066,26,Female,3.01,1517,824,2.840827939,Medicine,2,8,1,10,8,2,25000,4,3,Mid,9,Yes
S01067,18,Male,3.06,1583,394,3.02,Computer Science,1,8,5,4,1,3,25000,4,4,Senior,1,No
S01068,26,Male,3.61,1488,512,1.963581793,Arts,1,6,4,10,2,5,25000,4,2,Mid,3,No
S01069,28,Male,3.58,1479,686,1.773576707,Computer Science,1,4,2,9,1,5,25000,8,1,Mid,8,No
S01070,25,Male,3.16,1300,848,2.705127086,Mathematics,0,8,4,5,7,0,25000,7,5,Entry,7,No
S01071,23,Male,3.56,1503,621,2.186544981,Computer Science,2,6,1,2,4,2,25000,4,4,Executive,2,No
S01072,24,Male,2.38,1411,715,2.630187133,Mathematics,1,8,2,3,3,3,25000,1,3,Entry,5,No
S01073,20,Male,2.1,987,697,3.864798179,Law,2,2,3,8,3,0,25000,6,3,Senior,7,No
S01074,18,Male,3.75,1364,803,2.87,Computer Science,0,8,4,6,10,2,25000,5,4,Entry,5,No
S01075,22,Female,2.15,949,328,2.964021959,Engineering,3,0,4,5,3,5,25000,5,2,Entry,10,No
S01076,29,Female,2.49,1002,604,3.283850527,Business,3,4,4,4,2,2,25000,6,4,Entry,1,Yes
S01077,29,Male,3.39,1267,259,2.727055985,Business,3,1,1,4,5,1,25000,8,5,Entry,5,No
S01078,19,Female,2.82,1391,834,2.378828257,Engineering,0,0,2,8,1,4,25000,6,3,Entry,10,No
S01079,22,Male,3.75,1457,437,2.446562715,Mathematics,1,2,3,6,5,0,25000,6,5,Entry,3,No
S01080,25,Female,2.6,1590,718,3.035694068,Mathematics,0,6,1,5,10,3,25000,7,1,Mid,1,No
S01081,28,Male,2.02,1167,564,2.11868917,Medicine,2,2,3,5,8,1,25000,8,2,Mid,10,No
S01082,26,Male,2.6,1296,349,1.849240516,Arts,3,9,0,6,7,2,25000,4,4,Entry,4,No
S01083,19,Female,3.16,1219,693,3.137991909,Arts,2,9,0,3,3,3,25000,7,4,Entry,7,No
S01084,29,Female,2.75,1419,950,3.636787425,Arts,0,8,3,7,9,1,25000,8,2,Mid,7,Yes
S01085,20,Female,3.07,1348,815,3.170609996,Computer Science,4,2,0,1,10,1,25000,6,3,Mid,2,No
S01086,20,Female,3.75,1375,515,3.682964131,Arts,4,5,2,5,7,5,25000,9,4,Mid,2,Yes
S01087,18,Female,3.82,1489,449,3.103453959,Arts,0,1,2,6,1,5,25000,6,2,Executive,1,No
S01088,25,Male,2.53,1139,399,3.160692739,Mathematics,1,7,1,2,6,4,25000,4,4,Entry,2,No
S01089,23,Male,2.92,1157,596,3.027046141,Arts,2,9,3,2,4,5,25000,6,3,Entry,9,No
S01090,29,Male,3.1,1542,214,3.433352267,Business,0,4,1,9,6,1,25000,2,2,Mid,9,Yes
S01091,25,Male,3.9,1289,546,2.716789966,Engineering,0,1,2,2,3,0,25000,8,3,Senior,7,No
S01092,28,Female,4,1242,562,2.711044912,Law,4,6,2,3,5,4,25000,6,4,Mid,3,No
S01093,26,Female,2.47,1286,289,2.744338225,Mathematics,3,2,2,1,3,4,25000,4,2,Mid,8,No
S01094,22,Male,3.45,1293,841,2.71563819,Medicine,3,4,4,9,7,2,25000,7,1,Mid,4,No
S01095,29,Female,2.76,1582,259,3.875844076,Engineering,1,8,0,1,5,2,25000,8,4,Entry,5,No
S01096,20,Female,2.02,1558,258,2.594389717,Arts,1,0,1,4,4,0,25000,3,2,Entry,10,No
S01097,22,Male,2.02,1169,388,2.497438103,Medicine,1,1,1,7,10,3,25000,10,1,Entry,5,No
S01098,22,Male,2.92,1048,784,3.866046785,Medicine,4,4,2,2,7,5,25000,3,2,Entry,2,No
S01099,22,Male,2.98,1279,694,2.889295396,Engineering,0,3,4,8,7,5,25000,10,5,Entry,9,No
S01100,20,Male,2.05,927,545,3.385634362,Engineering,1,0,1,8,10,0,25000,3,5,Senior,6,No
S01101,28,Male,3.37,1048,265,3.430099331,Engineering,4,6,5,3,9,4,25000,3,2,Entry,6,No
S01102,27,Female,2.59,1319,313,2.662058788,Mathematics,2,8,1,4,3,2,25000,2,2,Entry,1,No
S01103,21,Male,3.12,1179,40,3.444345766,Mathematics,0,0,4,7,10,0,25000,5,5,Entry,2,No
S01104,26,Male,2.6,1081,998,2.278431326,Law,2,7,2,5,8,2,25000,6,4,Mid,4,No
S01105,27,Other,2.33,1065,820,2.643622206,Engineering,3,8,4,5,7,0,25000,1,5,Mid,8,No
S01106,26,Female,2.81,916,210,2.940295178,Law,3,1,0,2,9,5,25000,6,5,Mid,8,No
S01107,19,Female,2.46,1049,272,2.888538113,Computer Science,0,0,1,6,2,0,25000,7,5,Entry,9,No
S01108,25,Male,3.07,1238,136,3.939407897,Business,1,5,0,4,6,1,25000,2,3,Mid,1,No
S01109,25,Male,2.4,944,599,3.971615042,Law,0,6,1,5,5,0,25000,1,4,Mid,8,No
S01110,24,Female,3.02,1401,60,3.747595999,Business,1,1,0,5,3,2,25000,7,3,Mid,4,No
S01111,25,Male,2.31,1088,510,3.011382502,Arts,3,4,1,2,7,0,25000,6,4,Entry,5,No
S01112,20,Male,3.34,1550,676,3.615853428,Computer Science,0,4,5,8,5,3,25000,3,3,Entry,10,No
S01113,23,Female,3.51,960,515,3.61483577,Medicine,0,6,2,1,6,5,25000,2,3,Senior,5,No
S01114,18,Female,2.22,1193,15,2.638469067,Engineering,1,0,5,2,4,5,25000,2,2,Mid,7,No
S01115,24,Male,2.94,932,614,3.724669512,Arts,3,9,3,7,7,1,25000,2,5,Senior,3,Yes
S01116,18,Female,2.14,1198,255,1.7745965,Medicine,3,7,4,7,7,0,25000,8,2,Entry,5,Yes
S01117,26,Male,3.2,1314,737,1.964666432,Mathematics,1,4,1,2,5,3,25000,1,2,Entry,7,No
S01118,18,Male,2.53,1523,722,3.40674616,Business,1,2,4,1,7,2,25000,3,2,Entry,6,No
S01119,18,Male,3.06,1448,535,3.415097914,Medicine,1,8,1,10,7,3,25000,8,1,Entry,2,No
S01120,24,Male,3.03,1330,235,2.947496756,Engineering,3,2,3,1,10,5,25000,6,4,Mid,8,No
S01121,19,Male,3.85,1394,131,2.93841133,Engineering,3,6,2,1,8,1,25000,7,2,Mid,9,No
S01122,22,Female,3.1,999,670,3.539398477,Law,0,9,2,6,1,2,25000,2,2,Entry,9,Yes
S01123,25,Female,3.17,922,685,2.889018864,Law,3,6,4,10,4,0,25000,9,1,Entry,9,No
S01124,25,Female,2.8,1319,17,2.235535118,Mathematics,2,9,5,7,1,0,25000,7,1,Entry,2,No
S01125,20,Male,3.9,1323,882,2.788333984,Business,2,7,3,2,3,3,25000,3,5,Senior,10,Yes
S01126,24,Male,3.55,1386,954,2.660595239,Engineering,1,9,4,6,8,0,25000,9,2,Entry,3,No
S01127,20,Male,2.57,988,826,4.222969077,Computer Science,1,7,2,4,7,2,25000,3,4,Entry,4,No
S01128,23,Male,3.69,1108,992,2.677448177,Arts,1,3,0,9,3,5,25000,10,2,Entry,2,No
S01129,23,Male,2.86,1170,878,2.912678226,Business,0,0,4,8,4,2,25000,8,5,Mid,6,No
S01130,20,Female,3.66,1305,185,3.005886806,Business,2,3,1,8,2,0,25000,7,2,Senior,7,Yes
S01131,24,Female,3.65,1177,391,3.262002558,Medicine,2,5,2,2,2,3,25000,3,1,Entry,9,No
S01132,20,Female,2.38,1105,423,2.763145321,Business,3,9,1,5,5,0,25000,5,1,Entry,1,No
S01133,25,Male,3.4,1489,846,3.227735544,Mathematics,2,5,3,2,2,5,25000,7,5,Entry,7,No
S01134,27,Female,2.58,1227,442,2.932026774,Arts,3,5,5,3,7,4,25000,3,5,Entry,5,No
S01135,21,Male,2.59,1509,696,1.52692687,Computer Science,0,6,5,8,1,0,25000,2,1,Entry,3,No
S01136,18,Male,2.59,1235,655,3.494297063,Medicine,1,0,2,5,9,1,25000,9,1,Entry,5,Yes
S01137,21,Male,3.45,1505,556,4.15,Arts,1,9,2,4,10,0,25000,2,2,Senior,6,Yes
S01138,24,Female,2.46,1491,12,4.179841063,Law,3,0,5,5,1,5,25000,3,5,Senior,4,Yes
S01139,28,Other,2,937,520,4.039312061,Business,4,6,4,8,1,4,25000,1,2,Senior,10,No
S01140,21,Male,3.43,1127,80,3.399028066,Mathematics,3,3,5,10,9,1,25000,1,1,Mid,9,No
S01141,23,Female,2.34,1382,809,3.02,Engineering,0,5,5,7,7,3,25000,1,4,Entry,1,No
S01142,26,Female,2.21,1033,674,3.943336213,Law,2,5,4,6,10,1,25000,10,5,Entry,10,No
S01143,18,Male,2.48,1289,302,2.84098681,Engineering,3,8,1,2,4,2,25000,3,2,Mid,6,No
S01144,22,Male,2.76,1512,216,2.406471932,Arts,0,1,4,10,3,5,25000,6,5,Mid,10,No
S01145,28,Male,2.95,1324,248,2.722450659,Computer Science,1,3,0,5,5,4,25000,10,4,Mid,2,No
S01146,24,Other,2.09,1486,541,4.025243401,Engineering,4,3,2,10,2,2,25000,3,3,Mid,7,Yes
S01147,18,Male,3.94,1409,272,2.663591264,Mathematics,4,6,5,9,6,2,25000,4,1,Senior,9,No
S01148,21,Female,3.43,1494,133,4.3,Arts,3,0,3,9,6,1,25000,2,4,Mid,6,No
S01149,23,Male,2.65,1326,5,1.902412449,Medicine,2,4,2,9,1,1,25000,7,3,Entry,10,No
S01150,19,Female,2.64,1554,756,2.224404669,Business,3,3,5,3,10,2,25000,4,2,Entry,9,No
S01151,27,Male,2.9,1373,542,2.796503589,Computer Science,4,1,1,9,9,5,25000,1,4,Entry,8,No
S01152,22,Female,3.25,1467,629,1.878501285,Mathematics,4,4,5,9,1,3,25000,4,3,Mid,5,Yes
S01153,28,Female,2.29,1260,690,2.237286111,Mathematics,1,8,4,5,6,0,25000,4,4,Entry,8,No
S01154,27,Female,2.38,1110,773,1.89,Computer Science,2,7,2,6,7,0,25000,3,3,Entry,5,No
S01155,18,Female,3.72,1078,747,4.03,Medicine,2,8,4,7,8,4,25000,8,2,Executive,8,No
S01156,23,Male,2.51,957,141,1.585426349,Computer Science,4,6,5,10,2,1,25000,7,2,Entry,7,No
S01157,23,Female,2.76,972,483,1.95,Arts,4,9,1,10,8,0,25000,10,2,Entry,5,No
S01158,21,Male,3.74,1114,305,1.557872366,Computer Science,3,6,4,10,10,3,25000,10,2,Entry,8,No
S01159,25,Male,3.33,972,345,3.349438268,Computer Science,3,1,3,6,2,4,25000,3,2,Senior,6,No
S01160,21,Female,2.68,1366,562,3.74,Computer Science,1,2,5,5,2,5,25000,4,3,Senior,7,No
S01161,25,Male,3.37,1170,270,3.325201446,Arts,4,9,1,1,9,1,25000,8,2,Mid,5,No
S01162,25,Female,2.04,1398,108,3.074385953,Law,3,7,2,4,7,0,25000,10,4,Mid,8,No
S01163,22,Other,3.47,1253,558,3.060788449,Business,1,1,2,8,8,2,25000,3,4,Executive,8,No
S01164,21,Male,2.97,1133,474,3.09247187,Engineering,2,6,3,8,1,3,25000,5,2,Entry,1,No
S01165,29,Female,3.63,1218,82,3.730249826,Law,4,5,0,6,10,3,25000,5,4,Entry,8,No
S01166,19,Male,3.91,918,638,1.820793414,Computer Science,0,9,4,3,6,1,25000,5,2,Entry,10,Yes
S01167,28,Male,3.85,1524,84,3.052261957,Medicine,4,3,5,8,1,5,25000,5,4,Entry,8,No
S01168,20,Male,3.82,1474,290,2.703975269,Mathematics,3,3,2,7,5,3,25000,9,5,Entry,7,No
S01169,20,Female,3.02,1271,71,1.958713259,Medicine,4,2,5,9,2,1,25000,10,1,Senior,6,No
S01170,21,Female,2.72,1083,175,3.653274079,Arts,0,5,3,3,9,3,25000,5,4,Entry,10,No
S01171,21,Female,2.93,1176,828,3.67609801,Business,4,2,4,6,3,0,25000,9,4,Senior,3,No
S01172,27,Other,3.38,1573,842,2.177941659,Computer Science,3,8,1,1,10,5,25000,9,1,Mid,7,No
S01173,28,Male,3.77,1044,463,2.567884948,Arts,2,3,5,8,7,1,25000,10,5,Entry,4,Yes
S01174,28,Male,2.41,1557,849,4,Engineering,3,3,3,2,2,3,25000,4,1,Executive,8,Yes
S01175,22,Female,3.84,980,395,3.950541129,Business,1,1,1,5,10,0,25000,9,4,Mid,5,No
S01176,21,Female,3.63,1221,866,3.426854976,Business,3,1,1,6,4,5,25000,2,2,Mid,3,Yes
S01177,28,Male,3.96,1334,91,2.844876621,Arts,1,6,1,4,10,0,25000,3,5,Entry,6,No
S01178,27,Male,3.76,942,469,3.124697179,Law,4,4,4,9,3,0,25000,1,4,Mid,6,No
S01179,25,Female,2.56,1212,863,2.331523794,Mathematics,1,2,0,3,1,5,25000,7,2,Entry,6,No
S01180,23,Female,2.21,1192,434,1.982930463,Medicine,4,5,5,2,10,1,25000,10,2,Entry,8,No
S01181,23,Male,2.22,1587,249,3.038112453,Law,1,5,1,3,6,1,25000,9,5,Entry,1,No
S01182,25,Male,2.58,968,644,3.15639232,Business,3,0,2,5,5,3,25000,3,4,Entry,10,Yes
S01183,24,Female,3.23,955,681,2.695638222,Medicine,0,2,4,1,6,5,25000,8,3,Mid,1,No
S01184,27,Female,3.61,1530,955,3.615914124,Business,4,4,4,10,1,5,25000,1,2,Mid,10,Yes
S01185,28,Male,3.8,1103,572,1.751820976,Mathematics,1,6,1,4,8,5,25000,6,1,Entry,7,No
S01186,29,Female,3.25,1319,881,2.497291914,Business,0,3,2,1,4,2,25000,6,3,Mid,3,No
S01187,27,Male,2.01,1466,849,1.868247379,Business,1,7,3,9,7,2,25000,5,1,Entry,8,No
S01188,25,Male,2.37,1449,241,3.001551964,Engineering,1,2,4,3,8,4,25000,4,5,Entry,3,No
S01189,19,Female,2.2,1142,702,1.745439768,Medicine,1,5,1,2,3,2,25000,3,2,Entry,6,No
S01190,26,Female,2.73,1100,496,2.323838271,Engineering,3,5,5,5,4,5,25000,4,2,Mid,1,No
S01191,18,Male,3,1373,340,2.996402483,Medicine,1,8,1,1,9,2,25000,7,5,Mid,2,No
S01192,25,Female,2.09,1426,793,2.567548209,Mathematics,0,3,5,10,9,3,25000,7,2,Entry,7,No
S01193,29,Female,2.7,1555,744,2.892581241,Mathematics,1,6,5,7,7,1,25000,3,3,Entry,6,Yes
S01194,28,Female,2.36,976,471,2.134137659,Engineering,2,9,0,9,3,2,25000,10,3,Entry,1,No
S01195,29,Female,3.29,1377,463,3.319652817,Engineering,4,0,0,1,4,4,25000,3,5,Mid,10,Yes
S01196,29,Female,2.93,1339,801,3.67,Engineering,3,0,3,8,7,3,25000,3,4,Senior,7,No
S01197,21,Female,2.99,1162,275,2.42573061,Mathematics,2,1,3,8,6,0,25000,5,2,Mid,4,No
S01198,21,Male,2.86,1084,825,3.398672508,Mathematics,2,3,5,7,6,0,25000,1,3,Entry,1,Yes
S01199,22,Male,3.91,954,15,2.698352432,Arts,0,5,3,10,4,4,25000,10,1,Mid,9,No
S01200,25,Male,2.43,1207,41,3.01,Engineering,0,3,3,4,10,1,25000,7,2,Executive,3,No
S01201,22,Female,3.03,1415,965,4.134659005,Law,3,5,1,7,8,5,25000,8,3,Senior,9,No
S01202,25,Female,3.47,1198,208,4.069605926,Law,3,1,1,2,9,0,25000,7,3,Executive,7,Yes
S01203,27,Male,3.11,1451,60,4.052752435,Business,4,8,1,6,10,1,25000,8,3,Mid,8,Yes
S01204,18,Male,3.86,1129,365,3.306866396,Computer Science,1,2,2,5,7,2,25000,9,4,Entry,7,No
S01205,29,Female,2.76,1276,240,3.531802135,Engineering,3,6,5,5,8,2,25000,4,5,Senior,10,No
S01206,27,Male,2.93,1185,608,2.573686754,Computer Science,3,0,3,8,10,2,25000,3,4,Senior,9,Yes
S01207,26,Female,2.18,1037,790,2.765314454,Computer Science,1,7,2,1,2,0,25000,7,1,Entry,3,No
S01208,23,Male,3.22,1377,939,3.463937482,Business,4,3,4,8,4,0,25000,9,1,Mid,8,Yes
S01209,20,Female,2.58,1514,160,3.74801479,Computer Science,0,4,5,4,3,1,25000,9,5,Senior,2,No
S01210,25,Female,2.32,906,397,4.3,Mathematics,4,6,4,10,6,1,25000,8,5,Senior,4,No
S01211,26,Male,3.09,1575,934,2.462309243,Computer Science,1,2,1,6,2,5,25000,3,3,Mid,10,No
S01212,23,Male,3.06,1318,794,2.371686808,Mathematics,0,8,4,6,7,4,25000,6,1,Mid,4,No
S01213,28,Male,2.15,1371,500,3.570532726,Mathematics,0,8,1,1,8,5,25000,2,3,Mid,6,No
S01214,24,Female,3.4,1319,209,3.48135895,Law,0,7,5,8,4,2,25000,6,5,Mid,3,No
S01215,18,Female,3.25,1175,133,3.329441008,Mathematics,4,0,5,4,8,3,25000,5,1,Entry,1,No
S01216,22,Male,2.38,1460,381,3.426129439,Computer Science,1,1,3,9,8,3,25000,4,3,Entry,10,No
S01217,22,Female,2.94,1507,433,2.852766779,Medicine,4,1,2,7,3,2,25000,3,2,Mid,8,No
S01218,27,Female,3.44,1470,609,2.53324255,Engineering,4,2,1,4,1,4,25000,8,2,Entry,9,Yes
S01219,21,Male,3.06,1588,731,3.856899225,Engineering,2,1,0,1,3,5,25000,10,3,Mid,7,No
S01220,23,Male,2.79,989,389,3.031460722,Computer Science,3,0,0,9,10,1,25000,6,4,Entry,9,No
S01221,24,Female,2.64,1181,997,2.638894073,Business,4,4,3,10,1,0,25000,9,3,Mid,6,No
S01222,26,Female,3.22,1447,583,2.588145295,Medicine,2,5,2,6,2,4,25000,3,1,Mid,3,No
S01223,18,Female,3.88,1070,432,3.127457986,Business,1,6,1,6,8,4,25000,5,5,Senior,9,No
S01224,23,Female,3.34,1537,274,1.95330645,Business,2,9,3,1,4,2,25000,4,3,Mid,1,No
S01225,24,Female,2.15,1254,351,2.977358329,Computer Science,4,6,2,5,9,1,25000,6,1,Mid,1,No
S01226,20,Male,2.92,1103,134,1.844736094,Arts,1,1,0,4,7,3,25000,2,1,Entry,2,No
S01227,25,Female,3.78,1188,66,2.358008853,Computer Science,2,6,1,1,3,3,25000,6,2,Entry,4,No
S01228,22,Female,2.19,1361,639,3.213497559,Law,4,1,2,7,1,5,25000,3,3,Entry,3,No
S01229,26,Female,3.98,1508,205,3.242300303,Arts,1,1,4,4,1,5,25000,8,4,Senior,1,No
S01230,22,Male,3.9,1072,298,3.876114819,Mathematics,1,5,1,3,1,3,25000,10,4,Mid,7,No
S01231,26,Male,2.16,1200,117,3.028572512,Medicine,3,5,4,2,10,4,25000,10,5,Entry,4,No
S01232,27,Male,3.87,1499,948,4.20882482,Arts,4,7,5,8,3,5,25000,6,5,Mid,1,No
S01233,21,Male,2.73,1428,267,2.197402409,Computer Science,3,4,5,5,5,0,25000,8,2,Entry,6,No
S01234,26,Male,3.69,1039,794,1.775207235,Computer Science,1,4,5,10,8,1,25000,7,3,Entry,6,No
S01235,22,Female,2.84,1177,149,3.811475501,Business,1,9,3,9,8,0,25000,6,5,Entry,1,No
S01236,27,Female,2.88,1562,194,3.190204687,Computer Science,2,0,2,5,2,3,25000,9,3,Entry,7,Yes
S01237,26,Male,3.27,1410,680,2.180205997,Mathematics,3,3,5,10,9,0,25000,9,4,Entry,8,No
S01238,20,Female,3.55,1245,824,4,Law,0,0,2,1,9,4,25000,10,1,Executive,5,Yes
S01239,21,Male,2.07,1039,886,3.024672462,Computer Science,4,9,2,10,7,2,25000,10,4,Mid,10,No
S01240,26,Male,3.19,1013,179,3.551825272,Engineering,3,4,2,5,10,0,25000,4,2,Mid,7,No
S01241,27,Male,2.37,1479,148,2.798962774,Engineering,1,7,1,5,5,5,25000,8,3,Mid,8,No
S01242,28,Female,2.69,1406,465,2.329021813,Business,2,0,4,8,5,0,25000,3,1,Entry,7,No
S01243,23,Male,2.7,1265,976,2.91499362,Arts,4,2,4,6,8,0,25000,5,1,Executive,3,No
S01244,19,Male,2.94,1590,569,2.871956438,Arts,4,0,3,5,8,5,25000,3,2,Executive,10,No
S01245,24,Male,2.67,1536,5,2.788084023,Engineering,2,5,5,8,5,3,25000,10,1,Mid,10,No
S01246,19,Female,2.21,1296,526,2.484593701,Law,1,9,3,1,6,0,25000,4,3,Entry,2,No
S01247,28,Male,2.29,1558,280,2.520181026,Medicine,0,0,2,5,6,1,25000,5,4,Senior,9,No
S01248,19,Female,2.07,1010,499,2.02,Mathematics,2,9,0,3,6,4,25000,8,3,Entry,5,No
S01249,28,Female,2.94,1257,836,2.625122755,Mathematics,0,2,0,5,5,1,25000,10,5,Mid,9,No
S01250,18,Female,3.91,1137,436,3.144825481,Mathematics,3,4,2,3,9,1,25000,8,1,Entry,4,Yes
S01251,28,Female,2.23,902,816,2.833136396,Law,4,4,5,4,1,3,25000,3,1,Entry,1,No
