Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
S01092,28,Female,4.0,1242,562,2.67,Law,4,6,2,3,5,4,72900.0,6,4,Mid,3,No
S01093,26,Female,2.47,1286,289,2.45,Mathematics,3,2,2,1,3,4,54300.0,4,2,Mid,8,No
S01094,22,Male,3.45,1293,841,2.9,Medicine,3,4,4,9,7,2,40200.0,7,1,Mid,4,No
S01095,29,Female,2.76,1582,259,3.77,Engineering,1,8,0,1,5,2,55800.0,8,4,Entry,5,No
S01096,20,Female,2.02,1558,258,2.69,Arts,1,0,1,4,4,0,65400.0,3,2,Entry,10,No
S01097,22,Male,2.02,1169,388,2.75,Medicine,1,1,1,7,10,3,70200.0,10,1,Entry,5,No
S01098,22,Male,2.92,1048,784,3.72,Medicine,4,4,2,2,7,5,66900.0,3,2,Entry,2,No
S01099,22,Male,2.98,1279,694,3.03,Engineering,0,3,4,8,7,5,25000.0,10,5,Entry,9,No
S01100,20,Male,2.05,927,545,3.07,Engineering,1,0,1,8,10,0,57400.0,3,5,Senior,6,No
S01101,28,Male,3.37,1048,265,3.72,Engineering,4,6,5,3,9,4,61600.0,3,2,Entry,6,No
S01102,27,Female,2.59,1319,313,2.98,Mathematics,2,8,1,4,3,2,63900.0,2,2,Entry,1,No
S01103,21,Male,3.12,1179,40,3.36,Mathematics,0,0,4,7,10,0,55400.0,5,5,Entry,2,No
S01104,26,Male,2.6,1081,998,2.17,Law,2,7,2,5,8,2,50600.0,6,4,Mid,4,No
S01105,27,Other,2.33,1065,820,2.36,Engineering,3,8,4,5,7,0,45600.0,1,5,Mid,8,No
S01106,26,Female,2.81,916,210,2.81,Law,3,1,0,2,9,5,38100.0,6,5,Mid,8,No
S01107,19,Female,2.46,1049,272,2.99,Computer Science,0,0,1,6,2,0,40500.0,7,5,Entry,9,No
S01108,25,Male,3.07,1238,136,3.93,Business,1,5,0,4,6,1,70700.0,2,3,Mid,1,No
S01109,25,Male,2.4,944,599,3.94,Law,0,6,1,5,5,0,60700.0,1,4,Mid,8,No
S01110,24,Female,3.02,1401,60,3.7,Business,1,1,0,5,3,2,62400.0,7,3,Mid,4,No
S01111,25,Male,2.31,1088,510,2.63,Arts,3,4,1,2,7,0,41500.0,6,4,Entry,5,No
S01112,20,Male,3.34,1550,676,3.93,Computer Science,0,4,5,8,5,3,58000.0,3,3,Entry,10,No
S01113,23,Female,3.51,960,515,3.38,Medicine,0,6,2,1,6,5,77600.0,2,3,Senior,5,No
S01114,18,Female,2.22,1193,15,2.79,Engineering,1,0,5,2,4,5,52100.0,2,2,Mid,7,No
S01115,24,Male,2.94,932,614,3.4,Arts,3,9,3,7,7,1,61900.0,2,5,Senior,3,Yes
S01116,18,Female,2.14,1198,255,2.03,Medicine,3,7,4,7,7,0,42400.0,8,2,Entry,5,Yes
S01117,26,Male,3.2,1314,737,2.29,Mathematics,1,4,1,2,5,3,44200.0,1,2,Entry,7,No
S01118,18,Male,2.53,1523,722,3.66,Business,1,2,4,1,7,2,54300.0,3,2,Entry,6,No
S01119,18,Male,3.06,1448,535,3.29,Medicine,1,8,1,10,7,3,39600.0,8,1,Entry,2,No
S01120,24,Male,3.03,1330,235,2.73,Engineering,3,2,3,1,10,5,38800.0,6,4,Mid,8,No
S01121,19,Male,3.85,1394,131,3.0,Engineering,3,6,2,1,8,1,47500.0,7,2,Mid,9,No
S01122,22,Female,3.1,999,670,3.81,Law,0,9,2,6,1,2,53100.0,2,2,Entry,9,Yes
S01123,25,Female,3.17,922,685,3.26,Law,3,6,4,10,4,0,40800.0,9,1,Entry,9,No
S01124,25,Female,2.8,1319,17,2.8,Mathematics,2,9,5,7,1,0,52600.0,7,1,Entry,2,No
S01125,20,Male,3.9,1323,882,2.24,Business,2,7,3,2,3,3,33200.0,3,5,Senior,10,Yes
S01126,24,Male,3.55,1386,954,2.59,Engineering,1,9,4,6,8,0,52500.0,9,2,Entry,3,No
S01127,20,Male,2.57,988,826,3.96,Computer Science,1,7,2,4,7,2,25000.0,3,4,Entry,4,No
S01128,23,Male,3.69,1108,992,2.87,Arts,1,3,0,9,3,5,66200.0,10,2,Entry,2,No
S01129,23,Male,2.86,1170,878,2.94,Business,0,0,4,8,4,2,26700.0,8,5,Mid,6,No
S01130,20,Female,3.66,1305,185,3.0,Business,2,3,1,8,2,0,73300.0,7,2,Senior,7,Yes
S01131,24,Female,3.65,1177,391,3.77,Medicine,2,5,2,2,2,3,56400.0,3,1,Entry,9,No
S01132,20,Female,2.38,1105,423,3.21,Business,3,9,1,5,5,0,58900.0,5,1,Entry,1,No
S01133,25,Male,3.4,1489,846,3.39,Mathematics,2,5,3,2,2,5,43400.0,7,5,Entry,7,No
S01134,27,Female,2.58,1227,442,2.78,Arts,3,5,5,3,7,4,58100.0,3,5,Entry,5,No
S01135,21,Male,2.59,1509,696,2.06,Computer Science,0,6,5,8,1,0,52800.0,2,1,Entry,3,No
S01136,18,Male,2.59,1235,655,3.86,Medicine,1,0,2,5,9,1,32700.0,9,1,Entry,5,Yes
S01137,21,Male,3.45,1505,556,3.9,Arts,1,9,2,4,10,0,61600.0,2,2,Senior,6,Yes
S01138,24,Female,2.46,1491,12,3.9,Law,3,0,5,5,1,5,37500.0,3,5,Senior,4,Yes
S01139,28,Other,2.0,937,520,3.89,Business,4,6,4,8,1,4,85100.0,1,2,Senior,10,No
S01140,21,Male,3.43,1127,80,3.63,Mathematics,3,3,5,10,9,1,38200.0,1,1,Mid,9,No
S01141,23,Female,2.34,1382,809,3.37,Engineering,0,5,5,7,7,3,25700.0,1,4,Entry,1,No
S01142,26,Female,2.21,1033,674,3.69,Law,2,5,4,6,10,1,75400.0,10,5,Entry,10,No
S01143,18,Male,2.48,1289,302,3.2,Engineering,3,8,1,2,4,2,61700.0,3,2,Mid,6,No
S01144,22,Male,2.76,1512,216,2.27,Arts,0,1,4,10,3,5,56800.0,6,5,Mid,10,No
S01145,28,Male,2.95,1324,248,2.78,Computer Science,1,3,0,5,5,4,41700.0,10,4,Mid,2,No
S01146,24,Other,2.09,1486,541,3.94,Engineering,4,3,2,10,2,2,51000.0,3,3,Mid,7,Yes
S01147,18,Male,3.94,1409,272,2.7,Mathematics,4,6,5,9,6,2,47600.0,4,1,Senior,9,No
S01148,21,Female,3.43,1494,133,3.74,Arts,3,0,3,9,6,1,63400.0,2,4,Mid,6,No
S01149,23,Male,2.65,1326,5,2.19,Medicine,2,4,2,9,1,1,41100.0,7,3,Entry,10,No
S01150,19,Female,2.64,1554,756,2.67,Business,3,3,5,3,10,2,42500.0,4,2,Entry,9,No
S01151,27,Male,2.9,1373,542,2.7,Computer Science,4,1,1,9,9,5,60800.0,1,4,Entry,8,No
S01152,22,Female,3.25,1467,629,2.1,Mathematics,4,4,5,9,1,3,69900.0,4,3,Mid,5,Yes
S01153,28,Female,2.29,1260,690,2.24,Mathematics,1,8,4,5,6,0,44200.0,4,4,Entry,8,No
S01154,27,Female,2.38,1110,773,2.39,Computer Science,2,7,2,6,7,0,59700.0,3,3,Entry,5,No
S01155,18,Female,3.72,1078,747,3.68,Medicine,2,8,4,7,8,4,65600.0,8,2,Executive,8,No
S01156,23,Male,2.51,957,141,2.13,Computer Science,4,6,5,10,2,1,36200.0,7,2,Entry,7,No
S01157,23,Female,2.76,972,483,2.6,Arts,4,9,1,10,8,0,45800.0,10,2,Entry,5,No
S01158,21,Male,3.74,1114,305,2.02,Computer Science,3,6,4,10,10,3,25000.0,10,2,Entry,8,No
S01159,25,Male,3.33,972,345,3.39,Computer Science,3,1,3,6,2,4,80900.0,3,2,Senior,6,No
S01160,21,Female,2.68,1366,562,3.24,Computer Science,1,2,5,5,2,5,53700.0,4,3,Senior,7,No
S01161,25,Male,3.37,1170,270,3.29,Arts,4,9,1,1,9,1,63700.0,8,2,Mid,5,No
S01162,25,Female,2.04,1398,108,2.75,Law,3,7,2,4,7,0,44100.0,10,4,Mid,8,No
S01163,22,Other,3.47,1253,558,2.42,Business,1,1,2,8,8,2,42600.0,3,4,Executive,8,No
S01164,21,Male,2.97,1133,474,3.44,Engineering,2,6,3,8,1,3,48400.0,5,2,Entry,1,No
S01165,29,Female,3.63,1218,82,3.62,Law,4,5,0,6,10,3,47400.0,5,4,Entry,8,No
S01166,19,Male,3.91,918,638,2.28,Computer Science,0,9,4,3,6,1,85500.0,5,2,Entry,10,Yes
S01167,28,Male,3.85,1524,84,2.97,Medicine,4,3,5,8,1,5,56000.0,5,4,Entry,8,No
S01168,20,Male,3.82,1474,290,2.5,Mathematics,3,3,2,7,5,3,60200.0,9,5,Entry,7,No
S01169,20,Female,3.02,1271,71,2.34,Medicine,4,2,5,9,2,1,50300.0,10,1,Senior,6,No
S01170,21,Female,2.72,1083,175,3.47,Arts,0,5,3,3,9,3,51200.0,5,4,Entry,10,No
S01171,21,Female,2.93,1176,828,3.08,Business,4,2,4,6,3,0,60200.0,9,4,Senior,3,No
S01172,27,Other,3.38,1573,842,2.43,Computer Science,3,8,1,1,10,5,49500.0,9,1,Mid,7,No
S01173,28,Male,3.77,1044,463,2.62,Arts,2,3,5,8,7,1,71000.0,10,5,Entry,4,Yes
S01174,28,Male,2.41,1557,849,3.93,Engineering,3,3,3,2,2,3,37600.0,4,1,Executive,8,Yes
S01175,22,Female,3.84,980,395,3.7,Business,1,1,1,5,10,0,68200.0,9,4,Mid,5,No
S01176,21,Female,3.63,1221,866,3.76,Business,3,1,1,6,4,5,67500.0,2,2,Mid,3,Yes
S01177,28,Male,3.96,1334,91,2.92,Arts,1,6,1,4,10,0,81300.0,3,5,Entry,6,No
S01178,27,Male,3.76,942,469,3.25,Law,4,4,4,9,3,0,25000.0,1,4,Mid,6,No
S01179,25,Female,2.56,1212,863,2.75,Mathematics,1,2,0,3,1,5,66200.0,7,2,Entry,6,No
S01180,23,Female,2.21,1192,434,2.16,Medicine,4,5,5,2,10,1,40000.0,10,2,Entry,8,No
S01181,23,Male,2.22,1587,249,2.8,Law,1,5,1,3,6,1,63400.0,9,5,Entry,1,No
S01182,25,Male,2.58,968,644,3.19,Business,3,0,2,5,5,3,63300.0,3,4,Entry,10,Yes
S01183,24,Female,3.23,955,681,2.57,Medicine,0,2,4,1,6,5,37200.0,8,3,Mid,1,No
S01184,27,Female,3.61,1530,955,3.7,Business,4,4,4,10,1,5,60700.0,1,2,Mid,10,Yes
S01185,28,Male,3.8,1103,572,2.3,Mathematics,1,6,1,4,8,5,44900.0,6,1,Entry,7,No
S01186,29,Female,3.25,1319,881,2.73,Business,0,3,2,1,4,2,39600.0,6,3,Mid,3,No
S01187,27,Male,2.01,1466,849,2.25,Business,1,7,3,9,7,2,25000.0,5,1,Entry,8,No
S01188,25,Male,2.37,1449,241,2.81,Engineering,1,2,4,3,8,4,71200.0,4,5,Entry,3,No
S01189,19,Female,2.2,1142,702,2.08,Medicine,1,5,1,2,3,2,48600.0,3,2,Entry,6,No
S01190,26,Female,2.73,1100,496,2.55,Engineering,3,5,5,5,4,5,34200.0,4,2,Mid,1,No
S01191,18,Male,3.0,1373,340,2.8,Medicine,1,8,1,1,9,2,54800.0,7,5,Mid,2,No
S01192,25,Female,2.09,1426,793,2.96,Mathematics,0,3,5,10,9,3,51600.0,7,2,Entry,7,No
S01193,29,Female,2.7,1555,744,3.09,Mathematics,1,6,5,7,7,1,36200.0,3,3,Entry,6,Yes
S01194,28,Female,2.36,976,471,2.55,Engineering,2,9,0,9,3,2,36500.0,10,3,Entry,1,No
S01195,29,Female,3.29,1377,463,3.05,Engineering,4,0,0,1,4,4,66600.0,3,5,Mid,10,Yes
S01196,29,Female,2.93,1339,801,3.02,Engineering,3,0,3,8,7,3,53200.0,3,4,Senior,7,No
S01197,21,Female,2.99,1162,275,2.63,Mathematics,2,1,3,8,6,0,40300.0,5,2,Mid,4,No
S01198,21,Male,2.86,1084,825,3.66,Mathematics,2,3,5,7,6,0,44300.0,1,3,Entry,1,Yes
S01199,22,Male,3.91,954,15,3.09,Arts,0,5,3,10,4,4,44500.0,10,1,Mid,9,No
S01200,25,Male,2.43,1207,41,2.66,Engineering,0,3,3,4,10,1,25000.0,7,2,Executive,3,No
S01201,22,Female,3.03,1415,965,3.89,Law,3,5,1,7,8,5,64100.0,8,3,Senior,9,No
S01202,25,Female,3.47,1198,208,3.69,Law,3,1,1,2,9,0,44500.0,7,3,Executive,7,Yes
S01203,27,Male,3.11,1451,60,3.97,Business,4,8,1,6,10,1,47700.0,8,3,Mid,8,Yes
S01204,18,Male,3.86,1129,365,3.38,Computer Science,1,2,2,5,7,2,58400.0,9,4,Entry,7,No
S01205,29,Female,2.76,1276,240,2.76,Engineering,3,6,5,5,8,2,68700.0,4,5,Senior,10,No
S01206,27,Male,2.93,1185,608,2.56,Computer Science,3,0,3,8,10,2,53000.0,3,4,Senior,9,Yes
S01207,26,Female,2.18,1037,790,3.33,Computer Science,1,7,2,1,2,0,33600.0,7,1,Entry,3,No
S01208,23,Male,3.22,1377,939,3.96,Business,4,3,4,8,4,0,46300.0,9,1,Mid,8,Yes
S01209,20,Female,2.58,1514,160,3.25,Computer Science,0,4,5,4,3,1,49000.0,9,5,Senior,2,No
S01210,25,Female,2.32,906,397,3.76,Mathematics,4,6,4,10,6,1,25000.0,8,5,Senior,4,No
S01211,26,Male,3.09,1575,934,2.66,Computer Science,1,2,1,6,2,5,57100.0,3,3,Mid,10,No
S01212,23,Male,3.06,1318,794,2.81,Mathematics,0,8,4,6,7,4,59900.0,6,1,Mid,4,No
S01213,28,Male,2.15,1371,500,3.81,Mathematics,0,8,1,1,8,5,51400.0,2,3,Mid,6,No
S01214,24,Female,3.4,1319,209,3.51,Law,0,7,5,8,4,2,37500.0,6,5,Mid,3,No
S01215,18,Female,3.25,1175,133,3.96,Mathematics,4,0,5,4,8,3,53200.0,5,1,Entry,1,No
S01216,22,Male,2.38,1460,381,3.55,Computer Science,1,1,3,9,8,3,65400.0,4,3,Entry,10,No
S01217,22,Female,2.94,1507,433,2.9,Medicine,4,1,2,7,3,2,46700.0,3,2,Mid,8,No
S01218,27,Female,3.44,1470,609,3.06,Engineering,4,2,1,4,1,4,62000.0,8,2,Entry,9,Yes
S01219,21,Male,3.06,1588,731,3.8,Engineering,2,1,0,1,3,5,56500.0,10,3,Mid,7,No
S01220,23,Male,2.79,989,389,3.1,Computer Science,3,0,0,9,10,1,25000.0,6,4,Entry,9,No
S01221,24,Female,2.64,1181,997,2.51,Business,4,4,3,10,1,0,42300.0,9,3,Mid,6,No
S01222,26,Female,3.22,1447,583,2.87,Medicine,2,5,2,6,2,4,57800.0,3,1,Mid,3,No
S01223,18,Female,3.88,1070,432,3.03,Business,1,6,1,6,8,4,52000.0,5,5,Senior,9,No
S01224,23,Female,3.34,1537,274,2.19,Business,2,9,3,1,4,2,64100.0,4,3,Mid,1,No
S01225,24,Female,2.15,1254,351,3.49,Computer Science,4,6,2,5,9,1,53500.0,6,1,Mid,1,No
S01226,20,Male,2.92,1103,134,2.22,Arts,1,1,0,4,7,3,59800.0,2,1,Entry,2,No
S01227,25,Female,3.78,1188,66,2.81,Computer Science,2,6,1,1,3,3,45000.0,6,2,Entry,4,No
S01228,22,Female,2.19,1361,639,3.61,Law,4,1,2,7,1,5,55000.0,3,3,Entry,3,No
S01229,26,Female,3.98,1508,205,2.94,Arts,1,1,4,4,1,5,34700.0,8,4,Senior,1,No
S01230,22,Male,3.9,1072,298,3.68,Mathematics,1,5,1,3,1,3,63000.0,10,4,Mid,7,No
S01231,26,Male,2.16,1200,117,2.68,Medicine,3,5,4,2,10,4,54100.0,10,5,Entry,4,No
S01232,27,Male,3.87,1499,948,3.92,Arts,4,7,5,8,3,5,31800.0,6,5,Mid,1,No
S01233,21,Male,2.73,1428,267,2.42,Computer Science,3,4,5,5,5,0,46600.0,8,2,Entry,6,No
S01234,26,Male,3.69,1039,794,2.08,Computer Science,1,4,5,10,8,1,87500.0,7,3,Entry,6,No
S01235,22,Female,2.84,1177,149,3.74,Business,1,9,3,9,8,0,47100.0,6,5,Entry,1,No
S01236,27,Female,2.88,1562,194,3.5,Computer Science,2,0,2,5,2,3,45400.0,9,3,Entry,7,Yes
S01237,26,Male,3.27,1410,680,2.46,Mathematics,3,3,5,10,9,0,38600.0,9,4,Entry,8,No
S01238,20,Female,3.55,1245,824,3.97,Law,0,0,2,1,9,4,33800.0,10,1,Executive,5,Yes
S01239,21,Male,2.07,1039,886,3.0,Computer Science,4,9,2,10,7,2,35300.0,10,4,Mid,10,No
S01240,26,Male,3.19,1013,179,3.9,Engineering,3,4,2,5,10,0,80300.0,4,2,Mid,7,No
S01241,27,Male,2.37,1479,148,3.01,Engineering,1,7,1,5,5,5,55500.0,8,3,Mid,8,No
S01242,28,Female,2.69,1406,465,2.94,Business,2,0,4,8,5,0,28800.0,3,1,Entry,7,No
S01243,23,Male,2.7,1265,976,2.9,Arts,4,2,4,6,8,0,50300.0,5,1,Executive,3,No
S01244,19,Male,2.94,1590,569,2.67,Arts,4,0,3,5,8,5,65400.0,3,2,Executive,10,No
S01245,24,Male,2.67,1536,5,3.07,Engineering,2,5,5,8,5,3,56400.0,10,1,Mid,10,No
S01246,19,Female,2.21,1296,526,2.91,Law,1,9,3,1,6,0,29400.0,4,3,Entry,2,No
S01247,28,Male,2.29,1558,280,2.07,Medicine,0,0,2,5,6,1,59700.0,5,4,Senior,9,No
S01248,19,Female,2.07,1010,499,2.52,Mathematics,2,9,0,3,6,4,50500.0,8,3,Entry,5,No
S01249,28,Female,2.94,1257,836,2.43,Mathematics,0,2,0,5,5,1,53200.0,10,5,Mid,9,No
S01250,18,Female,3.91,1137,436,3.73,Mathematics,3,4,2,3,9,1,77800.0,8,1,Entry,4,Yes
S01251,28,Female,2.23,902,816,3.2,Law,4,4,5,4,1,3,49700.0,3,1,Entry,1,No
S01252,28,Male,3.89,1303,216,3.53,Engineering,1,1,4,9,10,0,39500.0,8,3,Senior,8,Yes
S01253,29,Male,3.47,924,687,3.91,Mathematics,0,2,3,2,3,4,25000.0,10,2,Executive,5,No
S01254,28,Female,3.27,1408,828,3.29,Law,1,8,1,10,7,4,39600.0,4,3,Senior,4,No
S01255,20,Male,3.29,1595,969,3.97,Medicine,3,0,0,1,9,4,38700.0,2,4,Entry,9,No
S01256,23,Female,3.65,1364,515,2.62,Arts,0,0,3,4,2,0,25000.0,3,2,Entry,9,No
S01257,25,Female,2.21,960,887,2.37,Engineering,1,1,0,8,4,4,60100.0,8,1,Executive,2,No
S01258,26,Female,3.01,1407,137,2.81,Computer Science,1,7,4,5,8,4,57600.0,5,1,Entry,1,Yes
S01259,24,Female,3.39,1022,978,2.94,Mathematics,3,5,4,9,5,2,49600.0,2,2,Mid,8,No
S01260,21,Other,3.17,1396,612,3.79,Medicine,2,3,2,10,8,2,35100.0,7,2,Entry,9,Yes
S01261,23,Female,3.67,954,595,3.12,Medicine,3,6,2,3,2,4,53700.0,5,2,Entry,4,No
S01262,22,Male,2.14,1062,280,2.58,Medicine,0,5,0,9,8,5,59400.0,6,1,Senior,1,No
S01263,25,Female,3.38,1598,132,3.49,Arts,0,8,0,1,6,1,76500.0,2,1,Entry,7,Yes
S01264,18,Male,3.07,938,393,3.01,Law,4,5,3,2,5,5,55200.0,7,1,Mid,5,No
S01265,18,Male,2.76,1596,481,2.32,Business,1,1,2,9,2,0,56900.0,1,1,Entry,5,No
S01266,28,Female,2.68,982,513,3.15,Mathematics,0,2,4,9,7,1,52500.0,10,1,Entry,5,No
S01267,23,Male,3.24,1445,628,3.82,Computer Science,2,8,5,10,1,1,47100.0,10,3,Entry,10,No
S01268,27,Male,3.78,1012,419,3.69,Mathematics,2,6,3,5,6,0,61700.0,5,3,Mid,9,Yes
S01269,29,Male,2.99,1324,202,3.17,Engineering,3,5,3,10,3,0,49200.0,9,3,Executive,7,Yes
S01270,19,Female,3.65,1129,652,2.75,Law,0,4,1,4,6,3,47800.0,7,2,Senior,2,No
S01271,22,Female,2.8,1182,658,2.17,Medicine,0,2,5,9,1,3,44500.0,9,1,Mid,10,No
S01272,18,Female,2.2,1186,462,2.94,Mathematics,4,3,4,10,1,3,45600.0,9,3,Mid,9,No
S01273,24,Male,2.12,1054,778,3.5,Arts,4,0,3,2,2,4,55100.0,1,2,Senior,4,No
S01274,18,Female,2.1,1064,202,2.72,Medicine,4,4,5,3,10,5,59300.0,8,4,Entry,5,No
S01275,21,Female,2.76,1081,914,2.47,Law,0,6,1,8,7,4,39200.0,7,5,Mid,2,No
S01276,26,Male,2.67,1138,152,3.86,Engineering,3,1,5,1,4,4,53200.0,2,4,Senior,3,No
S01277,18,Male,3.44,1548,897,3.64,Computer Science,3,7,2,2,4,5,36600.0,3,4,Mid,5,No
S01278,21,Male,3.49,1238,222,3.28,Medicine,3,9,4,5,4,3,59500.0,6,5,Entry,1,No
S01279,23,Other,2.1,1411,79,2.27,Mathematics,3,5,2,7,5,5,72100.0,3,2,Mid,1,No
S01280,23,Female,2.44,1165,200,2.29,Mathematics,2,9,1,10,2,0,58300.0,8,5,Entry,1,No
S01281,29,Female,2.55,1086,762,2.21,Arts,0,2,4,9,7,4,45200.0,4,2,Senior,7,No
S01282,25,Male,3.1,939,99,3.23,Arts,1,1,0,3,3,0,65400.0,7,4,Mid,10,No
S01283,18,Female,2.29,1392,978,2.23,Business,0,7,0,4,3,5,31500.0,4,5,Senior,4,Yes
S01284,24,Female,2.27,1578,912,3.69,Arts,3,3,0,10,2,3,54500.0,2,4,Entry,4,Yes
S01285,18,Female,3.89,1290,213,3.99,Business,2,6,5,1,6,0,92400.0,7,5,Executive,3,No
S01286,24,Other,3.61,1159,143,2.73,Computer Science,2,6,3,1,4,4,36800.0,8,5,Mid,2,No
S01287,20,Male,2.36,1554,702,2.91,Engineering,0,9,5,1,4,0,45100.0,1,1,Senior,4,No
S01288,28,Male,2.81,1075,389,3.42,Business,1,8,5,4,8,3,46700.0,5,3,Mid,2,No
S01289,25,Female,2.71,1228,813,3.87,Medicine,3,9,5,9,2,4,33200.0,10,3,Entry,7,No
S01290,20,Female,3.58,1099,374,3.79,Law,2,7,5,8,7,4,38700.0,8,4,Entry,10,No
S01291,18,Female,3.02,1095,52,2.12,Mathematics,3,7,0,4,2,3,50400.0,1,4,Entry,6,No
S01292,25,Male,2.26,1488,967,2.34,Medicine,3,6,3,8,6,1,74100.0,3,4,Mid,6,No
S01293,20,Female,3.48,1430,624,3.51,Mathematics,3,9,3,7,5,2,57200.0,2,1,Entry,2,Yes
S01294,19,Male,2.79,961,135,3.38,Engineering,4,4,1,6,8,3,66800.0,3,1,Mid,5,No
S01295,18,Male,2.53,1226,411,2.27,Arts,3,8,0,10,6,5,62500.0,3,4,Mid,10,No
S01296,20,Female,2.75,1180,985,3.0,Law,3,6,4,2,7,0,55200.0,3,1,Entry,8,No
S01297,19,Female,3.0,1126,470,3.56,Medicine,1,2,5,3,6,1,25000.0,1,5,Entry,2,No
S01298,19,Male,2.69,1538,112,2.44,Law,1,5,3,4,8,3,74200.0,3,5,Entry,8,No
S01299,23,Male,2.48,957,525,3.74,Business,4,2,1,7,2,2,65400.0,2,5,Senior,9,No
S01300,29,Male,2.8,1376,785,2.11,Engineering,4,5,3,8,7,4,54200.0,9,3,Entry,3,No
S01301,18,Male,2.04,1275,745,3.56,Medicine,3,7,4,8,5,5,30800.0,10,5,Entry,4,No
S01302,19,Female,3.54,1142,44,3.23,Arts,2,8,4,4,9,2,28100.0,8,3,Mid,8,No
S01303,23,Female,2.34,1266,397,2.63,Law,2,1,0,9,9,2,32000.0,6,5,Mid,2,No
S01304,20,Male,2.09,1399,986,3.44,Arts,0,5,3,8,8,5,39700.0,7,4,Entry,2,No
S01305,21,Female,3.31,1151,585,3.56,Law,2,2,4,5,8,3,55500.0,1,3,Entry,1,No
S01306,18,Female,3.55,1221,261,3.87,Medicine,2,6,2,3,4,4,46300.0,7,1,Entry,2,No
S01307,25,Female,3.63,1275,743,2.74,Engineering,1,3,4,2,8,4,51400.0,8,3,Entry,9,No
S01308,24,Male,2.99,1308,545,3.37,Computer Science,0,4,4,9,2,2,58300.0,8,2,Entry,5,No
S01309,24,Female,2.41,1387,388,3.21,Medicine,0,9,3,1,5,3,69600.0,6,3,Entry,4,No
S01310,20,Male,3.47,1242,476,3.05,Arts,1,5,5,7,4,4,40600.0,7,5,Entry,2,Yes
S01311,27,Male,3.4,1139,410,3.78,Computer Science,2,7,4,7,5,4,25000.0,2,5,Entry,2,No
S01312,27,Male,2.49,1038,580,2.01,Engineering,2,1,1,1,5,0,38000.0,4,5,Mid,6,No
S01313,20,Female,3.81,1021,16,2.56,Arts,0,3,5,7,5,2,59000.0,8,1,Mid,7,No
S01314,19,Male,2.21,1319,997,3.08,Engineering,2,3,4,1,7,1,62600.0,4,4,Senior,4,Yes
S01315,29,Male,3.97,1460,662,2.36,Law,0,5,2,2,1,2,62900.0,8,3,Senior,7,No
S01316,18,Male,3.72,1203,804,3.82,Medicine,2,3,4,9,2,3,39600.0,10,1,Senior,1,No
S01317,24,Female,3.38,1014,102,3.3,Engineering,3,4,0,8,7,5,54900.0,4,2,Entry,8,No
S01318,24,Female,3.88,1242,186,2.96,Arts,1,4,3,9,1,5,72800.0,9,3,Entry,3,Yes
S01319,29,Male,3.44,1150,951,3.63,Medicine,4,7,2,9,9,4,61300.0,1,5,Mid,7,No
S01320,19,Female,2.38,906,931,2.9,Mathematics,3,3,1,4,3,4,25000.0,6,1,Senior,7,No
S01321,24,Female,2.88,1488,25,3.12,Arts,2,5,4,5,6,0,49300.0,1,1,Mid,3,No
S01322,25,Female,2.14,1078,72,2.01,Arts,4,6,4,10,4,4,45000.0,6,3,Entry,5,No
S01323,18,Male,2.78,1044,593,2.73,Mathematics,3,7,1,7,3,4,27600.0,4,1,Mid,2,Yes
S01324,26,Female,3.48,1315,573,2.28,Mathematics,1,8,4,6,8,5,72000.0,8,1,Entry,9,No
S01325,24,Female,2.77,1565,18,3.38,Computer Science,4,9,0,9,2,1,29200.0,8,1,Senior,5,No
S01326,20,Female,2.66,1020,754,2.96,Business,4,7,5,2,3,2,48500.0,9,3,Mid,4,No
S01327,25,Male,3.19,1023,570,2.6,Engineering,1,3,5,8,8,4,69600.0,7,5,Mid,10,No
S01328,24,Female,3.74,1049,332,2.94,Engineering,3,3,2,2,3,3,36800.0,8,1,Entry,3,No
S01329,28,Female,2.1,1296,889,2.42,Computer Science,4,9,4,2,8,1,49500.0,3,1,Mid,1,No
S01330,25,Female,2.77,1280,569,3.85,Law,1,4,1,3,7,1,57300.0,10,4,Mid,7,No
S01331,23,Male,2.32,900,97,2.11,Engineering,3,2,1,4,2,0,38000.0,4,2,Mid,3,Yes
S01332,26,Male,3.39,1572,727,3.73,Mathematics,2,1,2,6,1,3,41400.0,4,4,Senior,10,No
S01333,22,Female,2.21,1143,831,3.02,Computer Science,0,1,0,6,1,1,54500.0,6,5,Mid,1,No
S01334,20,Female,3.33,1297,12,3.24,Engineering,2,8,2,2,2,2,59600.0,7,4,Mid,10,Yes
S01335,20,Male,2.57,1150,11,2.61,Engineering,2,7,4,6,7,3,61800.0,9,3,Senior,10,No
S01336,18,Female,2.4,1475,909,3.93,Arts,0,5,5,8,9,2,35500.0,10,4,Entry,8,Yes
S01337,29,Male,3.87,1198,163,2.56,Computer Science,2,8,0,5,7,0,25600.0,6,3,Entry,8,No
S01338,25,Female,2.04,1196,283,3.18,Mathematics,2,4,0,1,3,0,62800.0,2,4,Mid,3,No
